SeqID	genomic_accession	Entrez_Gene_ID	SomaId	Target_Name	Target_longname	UniProt	Organism	Entrez_Gene_Name	Ensembl_Gene_ID	HGNC_ID	seq_type	CHR_protein	coding_region_start	coding_region_end	STRAND	SOURCE	NOTES
7116-31	NC_000019.10	126014.0	SL012677	OSCAR	Osteoclast-associated immunoglobulin-like receptor	Q8IYS5	Human	OSCAR	ENSG00000273511|ENSG00000170909|ENSG00000275736|ENSG00000277088|ENSG00000274703|ENSG00000278378|ENSG00000278533|ENSG00000275551|ENSG00000275644|ENSG00000276982	HGNC:29960	chromosome	19	54094668.0	54100803.0	-	NCBI	
7116-31	NW_003571057.2	126014.0	SL012677	OSCAR	Osteoclast-associated immunoglobulin-like receptor	Q8IYS5	Human	OSCAR	ENSG00000273511|ENSG00000170909|ENSG00000275736|ENSG00000277088|ENSG00000274703|ENSG00000278378|ENSG00000278533|ENSG00000275551|ENSG00000275644|ENSG00000276982	HGNC:29960	alternate scaffold	19	69046.0	75207.0	-	NCBI	
7116-31	NW_003571059.2	126014.0	SL012677	OSCAR	Osteoclast-associated immunoglobulin-like receptor	Q8IYS5	Human	OSCAR	ENSG00000273511|ENSG00000170909|ENSG00000275736|ENSG00000277088|ENSG00000274703|ENSG00000278378|ENSG00000278533|ENSG00000275551|ENSG00000275644|ENSG00000276982	HGNC:29960	alternate scaffold	19	69046.0	75207.0	-	NCBI	
7116-31	NW_003571054.1	126014.0	SL012677	OSCAR	Osteoclast-associated immunoglobulin-like receptor	Q8IYS5	Human	OSCAR	ENSG00000273511|ENSG00000170909|ENSG00000275736|ENSG00000277088|ENSG00000274703|ENSG00000278378|ENSG00000278533|ENSG00000275551|ENSG00000275644|ENSG00000276982	HGNC:29960	alternate scaffold	19	69046.0	75207.0	-	NCBI	
8702-42	NW_003571056.2	126014.0	SL012677	OSCAR	Osteoclast-associated immunoglobulin-like receptor	Q8IYS5	Human	OSCAR	ENSG00000273511|ENSG00000170909|ENSG00000275736|ENSG00000277088|ENSG00000274703|ENSG00000278378|ENSG00000278533|ENSG00000275551|ENSG00000275644|ENSG00000276982	HGNC:29960	alternate scaffold	19	69046.0	75207.0	-	NCBI	
8702-42	NW_003571061.2	126014.0	SL012677	OSCAR	Osteoclast-associated immunoglobulin-like receptor	Q8IYS5	Human	OSCAR	ENSG00000273511|ENSG00000170909|ENSG00000275736|ENSG00000277088|ENSG00000274703|ENSG00000278378|ENSG00000278533|ENSG00000275551|ENSG00000275644|ENSG00000276982	HGNC:29960	alternate scaffold	19	69046.0	75207.0	-	NCBI	
8702-42	NW_003571055.2	126014.0	SL012677	OSCAR	Osteoclast-associated immunoglobulin-like receptor	Q8IYS5	Human	OSCAR	ENSG00000273511|ENSG00000170909|ENSG00000275736|ENSG00000277088|ENSG00000274703|ENSG00000278378|ENSG00000278533|ENSG00000275551|ENSG00000275644|ENSG00000276982	HGNC:29960	alternate scaffold	19	69046.0	75207.0	-	NCBI	
8702-42	NT_187693.1	126014.0	SL012677	OSCAR	Osteoclast-associated immunoglobulin-like receptor	Q8IYS5	Human	OSCAR	ENSG00000273511|ENSG00000170909|ENSG00000275736|ENSG00000277088|ENSG00000274703|ENSG00000278378|ENSG00000278533|ENSG00000275551|ENSG00000275644|ENSG00000276982	HGNC:29960	alternate scaffold	19	69046.0	75207.0	-	NCBI	
8702-42	NW_003571058.2	126014.0	SL012677	OSCAR	Osteoclast-associated immunoglobulin-like receptor	Q8IYS5	Human	OSCAR	ENSG00000273511|ENSG00000170909|ENSG00000275736|ENSG00000277088|ENSG00000274703|ENSG00000278378|ENSG00000278533|ENSG00000275551|ENSG00000275644|ENSG00000276982	HGNC:29960	alternate scaffold	19	69046.0	75207.0	-	NCBI	
8702-42	NW_003571060.1	126014.0	SL012677	OSCAR	Osteoclast-associated immunoglobulin-like receptor	Q8IYS5	Human	OSCAR	ENSG00000273511|ENSG00000170909|ENSG00000275736|ENSG00000277088|ENSG00000274703|ENSG00000278378|ENSG00000278533|ENSG00000275551|ENSG00000275644|ENSG00000276982	HGNC:29960	alternate scaffold	19	69046.0	75207.0	-	NCBI	
8702-42	NC_000019.10	126014.0	SL012677	OSCAR	Osteoclast-associated immunoglobulin-like receptor	Q8IYS5	Human	OSCAR	ENSG00000273511|ENSG00000170909|ENSG00000275736|ENSG00000277088|ENSG00000274703|ENSG00000278378|ENSG00000278533|ENSG00000275551|ENSG00000275644|ENSG00000276982	HGNC:29960	chromosome	19	54094668.0	54100803.0	-	NCBI	
8702-42	NW_003571057.2	126014.0	SL012677	OSCAR	Osteoclast-associated immunoglobulin-like receptor	Q8IYS5	Human	OSCAR	ENSG00000273511|ENSG00000170909|ENSG00000275736|ENSG00000277088|ENSG00000274703|ENSG00000278378|ENSG00000278533|ENSG00000275551|ENSG00000275644|ENSG00000276982	HGNC:29960	alternate scaffold	19	69046.0	75207.0	-	NCBI	
8702-42	NW_003571059.2	126014.0	SL012677	OSCAR	Osteoclast-associated immunoglobulin-like receptor	Q8IYS5	Human	OSCAR	ENSG00000273511|ENSG00000170909|ENSG00000275736|ENSG00000277088|ENSG00000274703|ENSG00000278378|ENSG00000278533|ENSG00000275551|ENSG00000275644|ENSG00000276982	HGNC:29960	alternate scaffold	19	69046.0	75207.0	-	NCBI	
8702-42	NW_003571054.1	126014.0	SL012677	OSCAR	Osteoclast-associated immunoglobulin-like receptor	Q8IYS5	Human	OSCAR	ENSG00000273511|ENSG00000170909|ENSG00000275736|ENSG00000277088|ENSG00000274703|ENSG00000278378|ENSG00000278533|ENSG00000275551|ENSG00000275644|ENSG00000276982	HGNC:29960	alternate scaffold	19	69046.0	75207.0	-	NCBI	
21229-5	NC_000019.10	126259.0	SL008735	TMIG2	Transmembrane and immunoglobulin domain-containing protein 2	Q96BF3	Human	TMIGD2	ENSG00000167664	HGNC:28324	chromosome	19	4292227.0	4302389.0	-	NCBI	
9317-4	NC_000019.10	126364.0	SL025916	LRC25:ECD	Leucine-rich repeat-containing protein 25:Extracellular domain	Q8N386	Human	LRRC25	ENSG00000175489	HGNC:29806	chromosome	19	18391137.0	18397622.0	-	NCBI	
9987-30	NC_000019.10	126364.0	SL025917	LRC25:CD	Leucine-rich repeat-containing protein 25:Cytoplasmic domain	Q8N386	Human	LRRC25	ENSG00000175489	HGNC:29806	chromosome	19	18391137.0	18397622.0	-	NCBI	
23594-2	NC_000019.10	126382.0	SL023517	NR2CA	Nuclear receptor 2C2-associated protein	Q86WQ0	Human	NR2C2AP	ENSG00000184162	HGNC:30763	chromosome	19	19201409.0	19203414.0	-	NCBI	
19127-1	NC_000019.10	126393.0	SL007954	HSPB6	Heat shock protein beta-6	O14558	Human	HSPB6	ENSG00000004776	HGNC:26511	chromosome	19	35754566.0	35757029.0	-	NCBI	
15566-10	NC_000019.10	1264.0	SL004911	Calponin-1	Calponin-1	P51911	Human	CNN1	ENSG00000130176	HGNC:2155	chromosome	19	11538851.0	11550323.0	+	NCBI	
18877-15	NC_000019.10	1265.0	SL008285	CNN2	Calponin-2	Q99439	Human	CNN2	ENSG00000064666	HGNC:2156	chromosome	19	1026608.0	1039065.0	+	NCBI	
23550-10	NC_000001.11	126695.0	SL023633	KDF1	Keratinocyte differentiation factor 1	Q8NAX2	Human	KDF1	ENSG00000175707	HGNC:26624	chromosome	1	26949562.0	26960468.0	-	NCBI	
6609-22	NC_000017.11	1267.0	SL008878	CN37	2',3'-cyclic-nucleotide 3'-phosphodiesterase	P09543	Human	CNP	ENSG00000173786	HGNC:2158	chromosome	17	41966795.0	41977740.0	+	NCBI	
7981-230	NC_000001.11	126792.0	SL018344	B3GT6	Beta-1,3-galactosyltransferase 6	Q96L58	Human	B3GALT6	ENSG00000176022	HGNC:17978	chromosome	1	1232237.0	1235041.0	+	NCBI	
8325-37	NC_000004.12	127.0	SL018474	ADH4	Alcohol dehydrogenase 4	P08319	Human	ADH4	ENSG00000198099	HGNC:252	chromosome	4	99123658.0	99144297.0	-	NCBI	
3489-9	NC_000011.10	1270.0	SL004331	CNTF	Ciliary neurotrophic factor	P26441	Human	CNTF	ENSG00000242689	HGNC:2169	chromosome	11	58622665.0	58625733.0	+	NCBI	
12428-2	NC_000001.11	127018.0	SL015008	LYPL1	Lysophospholipase-like protein 1	Q5VWZ2	Human	LYPLAL1	ENSG00000143353	HGNC:20440	chromosome	1	219173878.0	219445496.0	+	NCBI	
14101-2	NC_000009.12	1271.0	SL005153	CNTFR alpha	Ciliary neurotrophic factor receptor subunit alpha	P26992	Human	CNTFR	ENSG00000122756	HGNC:2170	chromosome	9	34551433.0	34590852.0	-	NCBI	
2711-6	NC_000009.12	1271.0	SL005153	CNTFR alpha	Ciliary neurotrophic factor receptor subunit alpha	P26992	Human	CNTFR	ENSG00000122756	HGNC:2170	chromosome	9	34551433.0	34590852.0	-	NCBI	
2974-61	NC_000012.12	1272.0	SL004855	contactin-1	Contactin-1	Q12860	Human	CNTN1	ENSG00000018236	HGNC:2171	chromosome	12	40692439.0	41072415.0	+	NCBI	
23572-186	NC_000001.11	127253.0	SL023530	TYW3	tRNA wybutosine-synthesizing protein 3 homolog	Q6IPR3	Human	TYW3	ENSG00000162623	HGNC:24757	chromosome	1	74733152.0	74766677.0	+	NCBI	
13966-30	NC_000001.11	127294.0	SL008254	MYOM3	Myomesin-3	Q5VTT5	Human	MYOM3	ENSG00000142661	HGNC:26679	chromosome	1	24056041.0	24112135.0	-	NCBI	
11140-56	NC_000017.11	1277.0	SL025819	CO1A1:C-term propeptide	Collagen alpha-1(I) chain:C-term propeptide	P02452	Human	COL1A1	ENSG00000108821	HGNC:2197	chromosome	17	50184101.0	50201631.0	-	NCBI	
13484-69	NC_000017.11	1277.0	SL025820	CO1A1:N-term propeptide	Collagen alpha-1(I) chain:N-term propeptide	P02452	Human	COL1A1	ENSG00000108821	HGNC:2197	chromosome	17	50184101.0	50201631.0	-	NCBI	
23281-29	NC_000001.11	127829.0	SL023391	ARL8A	ADP-ribosylation factor-like protein 8A	Q96BM9	Human	ARL8A	ENSG00000143862	HGNC:25192	chromosome	1	202133404.0	202144737.0	-	NCBI	
9577-26	NC_000001.11	127833.0	SL019020	SYT2	Synaptotagmin-2	Q8N9I0	Human	SYT2	ENSG00000143858	HGNC:11510	chromosome	1	202590596.0	202710454.0	-	NCBI	
15583-18	NC_000001.11	127943.0	SL012568	FCRLB	Fc receptor-like B	Q6BAA4	Human	FCRLB	ENSG00000162746	HGNC:26431	chromosome	1	161721544.0	161728143.0	+	NCBI	
11369-23	NC_000004.12	128.0	SL008855	ADHX	Alcohol dehydrogenase class-3	P11766	Human	ADH5	ENSG00000197894	HGNC:253	chromosome	4	99070978.0	99088788.0	-	NCBI	
18875-125	NC_000012.12	1280.0	SL021010	Chondrocalcin	Chondrocalcin	P02458	Human	COL2A1	ENSG00000139219	HGNC:2200	chromosome	12	47972967.0	48006212.0	-	NCBI	
15569-15	NC_000012.12	1280.0	SL002527	Collagen II	Collagen Type II	P02458	Human	COL2A1	ENSG00000139219	HGNC:2200	chromosome	12	47972967.0	48006212.0	-	NCBI	
18880-81	NW_025791764.1	1281.0	SL002805	Collagen Type III	Collagen Type III	P02461	Human	COL3A1	ENSG00000168542	HGNC:2201	fix patch	2	79333.0	117706.0	+	NCBI	
18880-81	NC_000002.12	1281.0	SL002805	Collagen Type III	Collagen Type III	P02461	Human	COL3A1	ENSG00000168542	HGNC:2201	chromosome	2	188974373.0	189012746.0	+	NCBI	
16621-77	NC_000001.11	128240.0	SL012584	AIBP	NAD(P)H-hydrate epimerase	Q8NCW5	Human	NAXE	ENSG00000163382	HGNC:18453	chromosome	1	156591776.0	156594299.0	+	NCBI	
16621-77	NW_025791758.1	128240.0	SL012584	AIBP	NAD(P)H-hydrate epimerase	Q8NCW5	Human	NAXE	ENSG00000163382	HGNC:18453	fix patch	1	150333.0	152856.0	+	NCBI	
11135-5	NC_000001.11	128308.0	SL012643	RM55	39S ribosomal protein L55, mitochondrial	Q7Z7F7	Human	MRPL55	ENSG00000162910	HGNC:16686	chromosome	1	228106685.0	228109299.0	-	NCBI	
18823-52	NC_000001.11	128312.0	SL021204	H2B3B	Histone H2B type 3-B	Q8N257	Human	H2BU1	ENSG00000285449|ENSG00000196890	HGNC:20514	chromosome	1	228458103.0	228458558.0	+	NCBI	
18823-52	NW_018654708.1	128312.0	SL021204	H2B3B	Histone H2B type 3-B	Q8N257	Human	H2BU1	ENSG00000285449|ENSG00000196890	HGNC:20514	fix patch	1	49302.0	49757.0	+	NCBI	
6896-3	NC_000001.11	128346.0	SL017990	CA162	Transmembrane protein C1orf162	Q8NEQ5	Human	C1orf162	ENSG00000143110	HGNC:28344	chromosome	1	111473984.0	111478512.0	+	NCBI	
20936-8	NC_000001.11	128387.0	SL022245	TATD3	Putative deoxyribonuclease TATDN3	Q17R31	Human	TATDN3	ENSG00000203705	HGNC:27010	chromosome	1	212791894.0	212816830.0	+	NCBI	
6549-60	NC_000020.11	128434.0	SL017487	VTM2L	V-set and transmembrane domain-containing protein 2-like protein	Q96N03	Human	VSTM2L	ENSG00000132821	HGNC:16096	chromosome	20	37903127.0	37945350.0	+	NCBI	
23687-27	NC_000020.11	128637.0	SL023386	TBC20	TBC1 domain family member 20	Q96BZ9	Human	TBC1D20	ENSG00000125875	HGNC:16133	chromosome	20	435480.0	462533.0	-	NCBI	
6368-9	NC_000020.11	128817.0	SL012826	CST1L	Cystatin-like 1	Q9H114	Human	CSTL1	ENSG00000125823	HGNC:15958	chromosome	20	23439670.0	23461209.0	+	NCBI	
12838-28	NC_000020.11	128853.0	SL019935	DUS15	Dual specificity protein phosphatase 15	Q9H1R2	Human	DUSP15	ENSG00000149599	HGNC:16236	chromosome	20	31845593.0	31870664.0	-	NCBI	
22047-46	NC_000009.12	1289.0	SL007149	CO5A1	Collagen alpha-1(V) chain	P20908	Human	COL5A1	ENSG00000130635	HGNC:2209	chromosome	9	134641803.0	134844843.0	+	NCBI	
9547-29	NC_000022.11	129080.0	SL012763	EMID1	EMI domain-containing protein 1	Q96A84	Human	EMID1	ENSG00000186998	HGNC:18036	chromosome	22	29205896.0	29259597.0	+	NCBI	
16828-8	NC_000021.9	1291.0	SL002657	Collagen a1(VI)	Collagen alpha-1(VI) chain	P12109	Human	COL6A1	ENSG00000142156	HGNC:2211	chromosome	21	45981770.0	46005048.0	+	NCBI	
11150-3	NC_000021.9	1291.0	SL002657	Collagen a1(VI)	Collagen alpha-1(VI) chain	P12109	Human	COL6A1	ENSG00000142156	HGNC:2211	chromosome	21	45981770.0	46005048.0	+	NCBI	
18404-22	NC_000022.11	129138.0	SL021351	ANR54	Ankyrin repeat domain-containing protein 54	Q6NXT1	Human	ANKRD54	ENSG00000100124	HGNC:25185	chromosome	22	37830855.0	37849341.0	-	NCBI	
16753-46	NC_000021.9	1292.0	SL007942	CO6A2	Collagen alpha-2(VI) chain	P12110	Human	COL6A2	ENSG00000142173	HGNC:2212	chromosome	21	46098112.0	46132848.0	+	NCBI	
9401-57	NC_000002.12	129293.0	SL017497	CB089	Metalloprotease TIKI1	Q86V40	Human	TRABD2A	ENSG00000186854	HGNC:27013	chromosome	2	84821666.0	84881084.0	-	NCBI	
10511-10	NC_000002.12	1293.0	SL025821	Collagen alpha-3(VI):isoform 3	Collagen alpha-3(VI) chain:isoform 3	P12111	Human	COL6A3	ENSG00000163359	HGNC:2213	chromosome	2	237324018.0	237414164.0	-	NCBI	
11196-31	NC_000002.12	1293.0	SL025822	Collagen alpha-3(VI):BPTI/Kunitz inhibitor	Collagen alpha-3(VI) chain:Bovine pancreatic trypsin inhibitor/Kunitz inhibitor domain, isoform 1	P12111	Human	COL6A3	ENSG00000163359	HGNC:2213	chromosome	2	237324018.0	237414164.0	-	NCBI	
23399-35	NC_000002.12	129401.0	SL023509	NUP53	Nucleoporin NUP53	Q8NFH5	Human	NUP35	ENSG00000163002	HGNC:29797	chromosome	2	183117514.0	183161680.0	+	NCBI	
21131-109	NC_000002.12	129450.0	SL022278	TYW5	tRNA wybutosine-synthesizing protein 5	A2RUC4	Human	TYW5	ENSG00000162971	HGNC:26754	chromosome	2	199928913.0	199955491.0	-	NCBI	
4807-13	NC_000003.12	1295.0	SL008072	CO8A1	Collagen alpha-1(VIII) chain	P27658	Human	COL8A1	ENSG00000144810	HGNC:2215	chromosome	3	99638594.0	99799217.0	+	NCBI	
9503-1	NC_000002.12	129521.0	SL012547	NMS	Neuromedin-S	Q5H8A3	Human	NMS	ENSG00000204640	HGNC:32203	chromosome	2	100470482.0	100483280.0	+	NCBI	
9243-10	NC_000002.12	129530.0	SL012687	LYG1	Lysozyme g-like protein 1	Q8N1E2	Human	LYG1	ENSG00000144214	HGNC:27014	chromosome	2	99284238.0	99304775.0	-	NCBI	
23266-62	NC_000002.12	129531.0	SL008762	MITD1	MIT domain-containing protein 1	Q8WV92	Human	MITD1	ENSG00000158411	HGNC:25207	chromosome	2	99161427.0	99181058.0	-	NCBI	
9044-1	NC_000002.12	129684.0	SL018802	CNTP5	Contactin-associated protein-like 5	Q8WYK1	Human	CNTNAP5	ENSG00000155052	HGNC:18748	chromosome	2	124025287.0	124921219.0	+	NCBI	
22798-111	NC_000006.12	129685.0	SL022832	TAF8	Transcription initiation factor TFIID subunit 8	Q7Z7C8	Human	TAF8	ENSG00000137413	HGNC:17300	chromosome	6	42050524.0	42087462.0	+	NCBI	
15466-30	NC_000006.12	1297.0	SL007148	CO9A1	Collagen alpha-1(IX) chain	P20849	Human	COL9A1	ENSG00000112280	HGNC:2217	chromosome	6	70215061.0	70303084.0	-	NCBI	
6631-17	NC_000006.12	1297.0	SL007148	CO9A1	Collagen alpha-1(IX) chain	P20849	Human	COL9A1	ENSG00000112280	HGNC:2217	chromosome	6	70215061.0	70303084.0	-	NCBI	
21891-31	NC_000002.12	129804.0	SL022635	FBLN7	Fibulin-7	Q53RD9	Human	FBLN7	ENSG00000144152	HGNC:26740	chromosome	2	112138385.0	112244708.0	+	NCBI	
22094-15	NC_000002.12	129852.0	SL022852	CB073	Uncharacterized protein C2orf73	Q8N5S3	Human	C2orf73	ENSG00000177994	HGNC:26861	chromosome	2	54330884.0	54384193.0	+	NCBI	
20175-17	NC_000020.11	1299.0	SL012498	CO9A3	Collagen alpha-3(IX) chain	Q14050	Human	COL9A3	ENSG00000092758	HGNC:2219	chromosome	20	62816213.0	62841159.0	+	NCBI	
18206-18	NC_000004.12	130.0	SL020944	ADH6	Alcohol dehydrogenase 6	P28332	Human	ADH6	ENSG00000172955	HGNC:255	chromosome	4	99202639.0	99219246.0	-	NCBI	
15653-9	NC_000006.12	1300.0	SL006511	COAA1	Collagen alpha-1(X) chain	Q03692	Human	COL10A1	ENSG00000123500	HGNC:2185	chromosome	6	116118909.0	116217144.0	-	NCBI	
9352-86	NC_000002.12	130120.0	SL007493	REG3G	Regenerating islet-derived protein 3-gamma	Q6UW15	Human	REG3G	ENSG00000143954	HGNC:29595	chromosome	2	79025702.0	79028501.0	+	NCBI	
15476-6	NC_000002.12	130120.0	SL007493	REG3G	Regenerating islet-derived protein 3-gamma	Q6UW15	Human	REG3G	ENSG00000143954	HGNC:29595	chromosome	2	79025702.0	79028501.0	+	NCBI	
11278-4	NT_167245.2	1302.0	SL009488	COL11A2	Collagen alpha-2(XI) chain	P13942	Human	COL11A2	ENSG00000204248|ENSG00000227801|ENSG00000235708|ENSG00000230930|ENSG00000206290	HGNC:2187	alternate scaffold	6	4406193.0	4437018.0	-	NCBI	
11278-4	NT_167249.2	1302.0	SL009488	COL11A2	Collagen alpha-2(XI) chain	P13942	Human	COL11A2	ENSG00000204248|ENSG00000227801|ENSG00000235708|ENSG00000230930|ENSG00000206290	HGNC:2187	alternate scaffold	6	4611340.0	4639206.0	-	NCBI	
11278-4	NT_167246.2	1302.0	SL009488	COL11A2	Collagen alpha-2(XI) chain	P13942	Human	COL11A2	ENSG00000204248|ENSG00000227801|ENSG00000235708|ENSG00000230930|ENSG00000206290	HGNC:2187	alternate scaffold	6	4582167.0	4613046.0	-	NCBI	
11278-4	NT_167247.2	1302.0	SL009488	COL11A2	Collagen alpha-2(XI) chain	P13942	Human	COL11A2	ENSG00000204248|ENSG00000227801|ENSG00000235708|ENSG00000230930|ENSG00000206290	HGNC:2187	alternate scaffold	6	4598652.0	4629530.0	-	NCBI	
11278-4	NC_000006.12	1302.0	SL009488	COL11A2	Collagen alpha-2(XI) chain	P13942	Human	COL11A2	ENSG00000204248|ENSG00000227801|ENSG00000235708|ENSG00000230930|ENSG00000206290	HGNC:2187	chromosome	6	33162694.0	33193519.0	-	NCBI	
11278-4	NT_113891.3	1302.0	SL009488	COL11A2	Collagen alpha-2(XI) chain	P13942	Human	COL11A2	ENSG00000204248|ENSG00000227801|ENSG00000235708|ENSG00000230930|ENSG00000206290	HGNC:2187	alternate scaffold	6	4574202.0	4605026.0	-	NCBI	
11278-4	NT_167248.2	1302.0	SL009488	COL11A2	Collagen alpha-2(XI) chain	P13942	Human	COL11A2	ENSG00000204248|ENSG00000227801|ENSG00000235708|ENSG00000230930|ENSG00000206290	HGNC:2187	alternate scaffold	6	4357098.0	4387977.0	-	NCBI	
6570-1	NC_000010.11	1305.0	SL017501	CODA1	Collagen alpha-1(XIII) chain	Q5TAT6	Human	COL13A1	ENSG00000197467	HGNC:2190	chromosome	10	69801906.0	69959144.0	+	NCBI	
20440-36	NC_000002.12	130502.0	SL022273	TTC32	Tetratricopeptide repeat protein 32	Q5I0X7	Human	TTC32	ENSG00000183891	HGNC:32954	chromosome	2	19896631.0	19901983.0	-	NCBI	
8974-172	NC_000009.12	1306.0	SL007218	COFA1	Collagen alpha-1(XV) chain	P39059	Human	COL15A1	ENSG00000204291	HGNC:2192	chromosome	9	98943907.0	99070787.0	+	NCBI	
23319-6	NC_000002.12	130617.0	SL023414	ZFN2B	AN1-type zinc finger protein 2B	Q8WV99	Human	ZFAND2B	ENSG00000158552	HGNC:25206	chromosome	2	219206782.0	219209648.0	+	NCBI	
23685-132	NC_000002.12	130951.0	SL023422	M1AP	Meiosis 1 arrest protein	Q8TC57	Human	M1AP	ENSG00000159374	HGNC:25183	chromosome	2	74557883.0	74648330.0	-	NCBI	
11377-19	NC_000004.12	131.0	SL019442	ADH7	Alcohol dehydrogenase class 4 mu/sigma chain	P40394	Human	ADH7	ENSG00000196344	HGNC:256	chromosome	4	99412263.0	99435342.0	-	NCBI	
8043-153	NC_000019.10	1311.0	SL002530	COMP	Cartilage oligomeric matrix protein	P49747	Human	COMP	ENSG00000105664	HGNC:2227	chromosome	19	18782773.0	18791305.0	-	NCBI	
4545-53	NC_000003.12	131118.0	SL006197	DnaJ homolog	Mitochondrial import inner membrane translocase subunit TIM14	Q96DA6	Human	DNAJC19	ENSG00000205981	HGNC:30528	chromosome	3	180983709.0	180989838.0	-	NCBI	
13102-1	NC_000003.12	131177.0	SL012769	FAM3D	Protein FAM3D	Q96BQ1	Human	FAM3D	ENSG00000198643	HGNC:18665	chromosome	3	58633946.0	58666774.0	-	NCBI	
7919-278	NC_000003.12	131177.0	SL012769	FAM3D	Protein FAM3D	Q96BQ1	Human	FAM3D	ENSG00000198643	HGNC:18665	chromosome	3	58633946.0	58666774.0	-	NCBI	
18382-109	NC_000022.11	1312.0	SL009649	Catechol O-methyltransferase	Catechol O-methyltransferase	P21964	Human	COMT	ENSG00000093010	HGNC:2228	chromosome	22	19941772.0	19969975.0	+	NCBI	
5590-11	NC_000003.12	131368.0	SL017070	ZPLD1	Zona pellucida-like domain-containing protein 1	Q8TCW7	Human	ZPLD1	ENSG00000170044	HGNC:27022	chromosome	3	102385144.0	102479841.0	+	NCBI	
24256-7	NC_000003.12	131377.0	SL023582	KLH40	Kelch-like protein 40	Q2TBA0	Human	KLHL40	ENSG00000157119	HGNC:30372	chromosome	3	42685537.0	42692544.0	+	NCBI	
5103-30	NC_000003.12	131450.0	SL025931	MO2R1:ECD	Cell surface glycoprotein CD200 receptor 1:Isoform 4, Extracellular Domain	Q8TD46	Human	CD200R1	ENSG00000163606	HGNC:24235	chromosome	3	112921205.0	112975103.0	-	NCBI	
10636-1	NC_000003.12	131450.0	SL025932	MO2R1:CD	Cell surface glycoprotein CD200 receptor 1:Isoform 4, Cytoplasmic Domain	Q8TD46	Human	CD200R1	ENSG00000163606	HGNC:24235	chromosome	3	112921205.0	112975103.0	-	NCBI	
6557-50	NC_000003.12	131578.0	SL008774	LRC15	Leucine-rich repeat-containing protein 15	Q8TF66	Human	LRRC15	ENSG00000172061	HGNC:20818	chromosome	3	194355249.0	194369743.0	-	NCBI	
20948-16	NC_000003.12	131870.0	SL022150	NUD16	U8 snoRNA-decapping enzyme	Q96DE0	Human	NUDT16	ENSG00000198585	HGNC:26442	chromosome	3	131381671.0	131388830.0	+	NCBI	
19207-119	NC_000010.11	132.0	SL006494	ADK	Adenosine kinase	P55263	Human	ADK	ENSG00000156110	HGNC:257	chromosome	10	74151221.0	74709290.0	+	NCBI	
20535-68	NC_000003.12	132014.0	SL021237	I17RE	Interleukin-17 receptor E	Q8NFR9	Human	IL17RE	ENSG00000163701	HGNC:18439	chromosome	3	9902093.0	9916402.0	+	NCBI	
7991-54	NC_000003.12	132141.0	SL018364	IQCF1	IQ domain-containing protein F1	Q8N6M8	Human	IQCF1	ENSG00000173389	HGNC:28607	chromosome	3	51894876.0	51903353.0	-	NCBI	
22862-44	NC_000003.12	132160.0	SL022820	PPM1M	Protein phosphatase 1M	Q96MI6	Human	PPM1M		HGNC:26506	chromosome	3	52245759.0	52250599.0	+	NCBI	
21009-28	NC_000003.12	132203.0	SL022235	SNTAN	Sentan	A6NMZ2	Human	SNTN	ENSG00000188817	HGNC:33706	chromosome	3	63652675.0	63665212.0	+	NCBI	
9490-3	NC_000004.12	132720.0	SL019024	CD032	Uncharacterized protein C4orf32	Q8N8J7	Human	FAM241A	ENSG00000174749	HGNC:26813	chromosome	4	112145454.0	112195256.0	+	NCBI	
10895-28	NC_000004.12	132724.0	SL017961	TM11B	Transmembrane protease serine 11B	Q86T26	Human	TMPRSS11B	ENSG00000185873	HGNC:25398	chromosome	4	68226653.0	68245694.0	-	NCBI	
7887-57	NW_025791765.1	1329.0	SL014700	COX5B	Cytochrome c oxidase subunit 5B, mitochondrial	P10606	Human	COX5B	ENSG00000135940	HGNC:2269	fix patch	2	572093.0	574414.0	+	NCBI	
7887-57	NC_000002.12	1329.0	SL014700	COX5B	Cytochrome c oxidase subunit 5B, mitochondrial	P10606	Human	COX5B	ENSG00000135940	HGNC:2269	chromosome	2	97646062.0	97648383.0	+	NCBI	
18416-3	NC_000004.12	132946.0	SL021358	9,00 ARL	ADP-ribosylation factor-like protein 9	Q6T311	Human	9,00 ARL	ENSG00000196503	HGNC:23592	chromosome	4	56505209.0	56524453.0	+	NCBI	
14192-31	NC_000004.12	132954.0	SL019930	PDCL2	Phosducin-like protein 2	Q8N4E4	Human	PDCL2	ENSG00000163440	HGNC:29524	chromosome	4	55556519.0	55592245.0	-	NCBI	
22099-1	NC_000004.12	132989.0	SL022918	CD036	Uncharacterized protein C4orf36	Q96KX1	Human	C4orf36	ENSG00000163633	HGNC:28386	chromosome	4	86876205.0	86936204.0	-	NCBI	
7922-5	NC_000011.10	133.0	SL002782	Adrenomedullin	Adrenomedullin	P35318	Human	ADM	ENSG00000148926	HGNC:259	chromosome	11	10305073.0	10307397.0	+	NCBI	
14115-34	NC_000011.10	133.0	SL002782	Adrenomedullin	Adrenomedullin	P35318	Human	ADM	ENSG00000148926	HGNC:259	chromosome	11	10305073.0	10307397.0	+	NCBI	
